Mach,A,Cl,Cd,Cm
5.5,3.449047525963,0.0246008750507671,0.677262745439578,-0.00610565309654852
5.6,3.449047525963,0.0245835906385209,0.677688453369448,-0.00606991393830589
5.7,3.449047525963,0.0245557490855489,0.677913917450353,-0.00602538906478942
5.8,3.449047525963,0.024533744670396,0.677971036717905,-0.00599299989007219
5.9,3.449047525963,0.0245100861135134,0.677866931466214,-0.00596249656609703
6,3.449047525963,0.0244832334317855,0.677606521656945,-0.00593170686110933
6.1,3.449047525963,0.0244535321536922,0.677197972160343,-0.0059030000979955
6.2,3.449047525963,0.0244210217706,0.67664971167295,-0.00587404692001458
6.3,3.449047525963,0.0243850753453572,0.675969986414749,-0.00584369862844627
6.4,3.449047525963,0.0243446676102862,0.675167079869043,-0.0058102070823876
6.5,3.449047525963,0.0243005760601458,0.67424930146008,-0.00577447535880004
6.6,3.449047525963,0.0242536527388717,0.673225250923217,-0.00573749175619469
6.7,3.449047525963,0.0242047410921001,0.672103237188272,-0.00570025223397103
6.8,3.449047525963,0.0241546891310797,0.670891820403476,-0.00566375232023052
6.9,3.449047525963,0.0241043463785547,0.669599370148371,-0.00562897905031283
7,3.449047525963,0.0240545570296961,0.668234381207923,-0.00559692408465989
7.1,3.449047525963,0.0240061701423464,0.666805271714417,-0.00556858251898041
7.2,3.449047525963,0.0239600318040274,0.665320506721268,-0.00554494754313188
7.3,3.449047525963,0.0239169854070699,0.663788445622822,-0.0055270068812072
7.4,3.449047525963,0.0238778878107064,0.662217630784414,-0.00551575954590756
7.5,3.449047525963,0.023843559627722,0.660616509311754,-0.00551217056353729
7.6,3.449047525963,0.0238206404189215,0.658993156699148,-0.00552584887792341
7.7,3.449047525963,0.0238565071865668,0.657360675446034,-0.00562567788324078
7.8,3.449047525963,0.0239458253321646,0.655726703478732,-0.00580363342328442
7.9,3.449047525963,0.0240709840960805,0.654097426360439,-0.00603381910774599
8,3.449047525963,0.0242143694918194,0.652479263386521,-0.00629032928299487
8.1,3.449047525963,0.0243583901007712,0.650878395966987,-0.00654728931217467
8.2,3.449047525963,0.0244854973204572,0.64930123607968,-0.00677892609552495
8.3,3.449047525963,0.0245780512299185,0.647753974924268,-0.00695928234840864
8.4,3.449047525963,0.0246184141830918,0.646242954665487,-0.00706240777395259
8.5,3.449047525963,0.024597117255562,0.644775380507062,-0.00707423710536854
8.6,3.449047525963,0.0245477254703842,0.643363364528544,-0.0070434536382979
8.7,3.449047525963,0.0244850211720632,0.642016925454589,-0.00699135151298372
8.8,3.449047525963,0.0244193480112036,0.640745503414777,-0.00693276637379583
8.9,3.449047525963,0.024360973451515,0.639558591739046,-0.00688240629323487
9,3.449047525963,0.0243092323488065,0.638464328862268,-0.00683906324161883
9.1,3.449047525963,0.0242596240137328,0.637470671599764,-0.00679592675381113
9.2,3.449047525963,0.0242122425125225,0.636585786272097,-0.00675289224154034
9.3,3.449047525963,0.0241671823300976,0.635818048424896,-0.00670983987329035
9.4,3.449047525963,0.0241245374833888,0.635175762472212,-0.00666667634421164
9.5,3.449047525963,0.0240844011012812,0.634667309184124,-0.0066232827288612
9.6,3.449047525963,0.0240468694107398,0.634300885057726,-0.00657955322993145
9.7,3.449047525963,0.0240120352407663,0.63408487949909,-0.00653537803806047
9.8,3.449047525963,0.0239795848826048,0.634027592983331,-0.00648987725594066
9.9,3.449047525963,0.0239471490063932,0.634137746396927,-0.00643828550520009
